,solver,jit_time,ave_run_time,ave_distance,jit_grad_time,jit_vmap_time,ave_grad_run_time,construction_time,step_count,tol,cpus,gpus,cheb_order,exp_order,vmap,num_inputs,test
164,dyson,14.07901120185852,4.038645534515381,1.6653761984185126e-10,39.93869495391846,15.665717840194702,10.805083067417145,106.65518069267273,40000.0,0.0,64,0,2,5,1,1,0
165,magnus,20.48814368247986,7.77825049161911,6.456585888338533e-06,311.48092794418335,95.22206163406372,24.171809329986573,37.356058835983276,10000.0,0.0,1,0,2,3,1,10,0
166,dyson,4.605556011199951,1.8669629740715026,6.690183700155337e-05,53.01071119308472,22.73654270172119,4.133858618736267,5.930236339569092,20000.0,0.0,1,0,1,3,1,10,0
167,dyson,4.669594764709473,1.1394544959068298,0.0004536949320761033,14.568939208984375,5.871499300003052,3.258542890548706,2.297515630722046,50000.0,0.0,64,0,0,2,1,1,0
168,dyson,4.089126110076904,1.5705809593200684,5.41241000812895e-07,12.603429317474365,4.739332437515259,3.5260266971588137,3.1879384517669678,20000.0,0.0,1,0,0,5,1,1,0
169,dyson,6.495731353759766,1.1651434731483459,0.0004536985757848297,17.734918355941772,6.933313369750977,3.27647296667099,5.666832447052002,50000.0,0.0,64,0,1,2,1,1,0
170,magnus,12.797129154205322,4.061543929576874,6.4222465268232475e-09,36.02819848060608,13.019870519638062,13.925733256340028,419.66397881507874,10000.0,0.0,64,0,2,4,1,1,0
171,dyson,6.901645660400391,1.2123786401748657,0.00045371110064061567,19.35986614227295,8.120751142501831,3.3805978870391846,6.041348457336426,50000.0,0.0,64,0,2,2,1,1,0
172,dyson,7.869070291519165,3.9650127410888674,6.68998569395487e-05,100.3633394241333,46.515788316726685,8.435549719333649,21.38023018836975,20000.0,0.0,1,0,2,3,1,10,0
173,dyson,5.180979251861572,1.164443280696869,4.382494054715296e-06,16.234233856201172,6.005037546157837,3.2230254364013673,2.2191975116729736,50000.0,0.0,64,0,0,3,1,1,0
174,dyson,3.37092924118042,1.3015401530265809,6.042127794044009e-07,38.1463828086853,16.05883479118347,2.9302905011177063,2.3952090740203857,20000.0,0.0,1,0,0,4,1,10,0
175,dyson,7.089974403381348,1.1841844940185546,4.3800420624719675e-06,21.31570529937744,8.14714002609253,3.4618613386154173,6.35143256187439,50000.0,0.0,64,0,1,3,1,1,0
176,magnus,17.279080629348755,6.350290882587433,3.6384316038792397e-07,56.413172245025635,17.32523512840271,21.806186411380768,31.941235303878784,10000.0,0.0,1,0,1,4,1,1,0
177,dyson,18.35271906852722,12.403228666782379,1.3559897547829193e-07,43.34649205207825,20.532150268554688,24.663362488746642,71.93781900405884,20000.0,0.0,1,0,2,4,1,1,0
178,dyson,9.000371217727661,1.3658961534500123,4.379873883810741e-06,25.17201590538025,10.051529169082642,3.8923854875564574,9.351022005081177,50000.0,0.0,64,0,2,3,1,1,0
179,magnus,9.725635051727295,3.6453672003746034,2.1841492142652314e-06,28.643182516098022,9.44850492477417,13.357018187046052,7.702065944671631,10000.0,0.0,64,0,0,5,1,1,0
180,magnus,16.88105344772339,6.446026775836945,2.1837320846700622e-06,259.7053141593933,79.48820400238037,21.53961040735245,4.702330589294434,10000.0,0.0,1,0,0,4,1,10,0
181,dyson,14.22046971321106,9.22764981508255,9.126317922251172e-08,35.449256896972656,16.468300580978394,18.333169555664064,31.48311495780945,20000.0,0.0,1,0,1,5,1,1,0
182,dyson,5.584675073623657,1.129243175983429,8.746691064423177e-08,17.04146146774292,6.673269748687744,3.286493299007416,2.499884605407715,50000.0,0.0,64,0,0,4,1,1,0
